,City,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County,Higher Degree,H.S Diploma,No H.S Diploma,ZipCode,Lat,Long
377,Arlington Heights,6333,43.3,55515,46.1,53.9,30305,167184," [(['White alone'], ['3,516']), (['Black alone'], ['597']), (['Hispanic'], ['509']), (['Asian alone'], ['498']), (['Two or more races'], ['253']), (['American Indian alone'], ['6'])] ",Monroe-County,31.477949,58.07237900000001,10.449672,18058,40.88,-75.47
378,Emerald Lakes,2886,40.0,60095,50.2,49.8,28115,164200," [(['White alone'], ['1,391']), (['Hispanic'], ['698']), (['Black alone'], ['652']), (['Asian alone'], ['78']), (['Two or more races'], ['46']), (['Other race alone'], ['14']), (['American Indian alone'], ['7'])] ",Monroe-County,31.477949,58.07237900000001,10.449672,18058,40.88,-75.47
379,Penn Estates,4493,32.0,60095,50.0,50.0,28115,164200," [(['White alone'], ['1,791']), (['Black alone'], ['1,245']), (['Hispanic'], ['1,194']), (['Asian alone'], ['142']), (['Two or more races'], ['99']), (['Other race alone'], ['14']), (['American Indian alone'], ['8'])] ",Monroe-County,31.477949,58.07237900000001,10.449672,18058,40.88,-75.47
380,Sierra View,4813,45.1,60095,40.6,59.4,28115,164200," [(['White alone'], ['3,132']), (['Hispanic'], ['758']), (['Black alone'], ['753']), (['Two or more races'], ['79']), (['Asian alone'], ['65']), (['American Indian alone'], ['13']), (['Other race alone'], ['12']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Monroe-County,31.477949,58.07237900000001,10.449672,18058,40.88,-75.47
381,Sun Valley,2399,44.0,60095,47.7,52.3,28115,164200," [(['White alone'], ['1,909']), (['Hispanic'], ['256']), (['Black alone'], ['181']), (['Two or more races'], ['34']), (['Asian alone'], ['8']), (['Other race alone'], ['7']), (['American Indian alone'], ['4'])] ",Monroe-County,31.477949,58.07237900000001,10.449672,18058,40.88,-75.47
382,Arnold,5022,41.4,26819,42.7,57.3,17529,62180," [(['White alone'], ['3,765']), (['Black alone'], ['1,017']), (['Two or more races'], ['226']), (['Hispanic'], ['119']), (['Other race alone'], ['13']), (['Asian alone'], ['12']), (['American Indian alone'], ['4']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
383,Calumet-Norvelt,1652,43.1,58089,49.3,50.7,26575,135003," [(['White alone'], ['1,664']), (['Hispanic'], ['8']), (['Black alone'], ['6']), (['Other race alone'], ['3']), (['Two or more races'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
384,Collinsburg,1125,47.4,56722,43.0,57.0,30677,149700," [(['White alone'], ['1,096']), (['Black alone'], ['12']), (['Two or more races'], ['9']), (['Hispanic'], ['6']), (['Asian alone'], ['2'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
385,Fellsburg,1180,56.1,56722,52.2,47.8,30677,149700," [(['White alone'], ['1,140']), (['Hispanic'], ['20']), (['Two or more races'], ['9']), (['Black alone'], ['8']), (['Asian alone'], ['3'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
386,Lawson Heights,2194,53.4,46707,47.3,52.7,26914,149168," [(['White alone'], ['2,143']), (['Asian alone'], ['23']), (['Two or more races'], ['12']), (['Hispanic'], ['10']), (['Black alone'], ['4']), (['Other race alone'], ['2'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
387,Level Green,4020,44.8,56722,48.8,51.2,30677,149700," [(['White alone'], ['3,944']), (['Asian alone'], ['25']), (['Hispanic'], ['24']), (['Two or more races'], ['17']), (['Black alone'], ['8']), (['American Indian alone'], ['1']), (['Other race alone'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
388,Lower Burrell,11531,47.1,60435,48.8,51.2,28681,143738," [(['White alone'], ['11,402']), (['Black alone'], ['128']), (['Two or more races'], ['108']), (['Hispanic'], ['64']), (['Asian alone'], ['48']), (['American Indian alone'], ['6']), (['Other race alone'], ['5'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
389,Lynnwood-Pricedale,2031,48.3,51032,55.1,44.9,31014,102426," [(['White alone'], ['1,949']), (['Black alone'], ['41']), (['Two or more races'], ['18']), (['Asian alone'], ['12']), (['Hispanic'], ['11'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
390,McChesneytown-Loyalhanna,3354,43.9,52002,48.1,51.9,28131,139276," [(['White alone'], ['3,385']), (['Black alone'], ['9']), (['Asian alone'], ['6']), (['Two or more races'], ['7']), (['Hispanic'], ['7']), (['American Indian alone'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
391,Millwood,566,38.7,56722,45.2,54.8,30677,149700," [(['White alone'], ['550']), (['Hispanic'], ['7']), (['Black alone'], ['6']), (['Asian alone'], ['2']), (['Two or more races'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
392,Municipality of Murrysville,18536,42.8,97942,49.5,50.5,49923,259924," [(['White alone'], ['17,918']), (['Asian alone'], ['619']), (['Black alone'], ['111']), (['Hispanic'], ['106']), (['Two or more races'], ['93']), (['Other race alone'], ['14']), (['American Indian alone'], ['9']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['2'])]",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
393,North Belle Vernon,1918,43.9,50055,48.7,51.3,23882,90821," [(['White alone'], ['1,842']), (['Black alone'], ['52']), (['Two or more races'], ['30']), (['Hispanic'], ['28']), (['Asian alone'], ['15']), (['Other race alone'], ['3']), (['American Indian alone'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
394,North Irwin,825,39.1,45087,53.0,47.0,25292,107324," [(['White alone'], ['826']), (['Hispanic'], ['10']), (['Two or more races'], ['4']), (['Black alone'], ['3']), (['Asian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
395,Oklahoma,791,55.4,52691,48.6,51.4,28944,103704," [(['White alone'], ['791']), (['Black alone'], ['6']), (['Two or more races'], ['5']), (['Hispanic'], ['5']), (['Asian alone'], ['2'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
396,South Greensburg,2068,48.2,49240,45.7,54.3,26284,109028," [(['White alone'], ['2,048']), (['Black alone'], ['18']), (['Hispanic'], ['19']), (['Two or more races'], ['17']), (['Asian alone'], ['11']), (['American Indian alone'], ['4'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
397,Southwest Greensburg,2100,44.8,49272,44.9,55.1,28456,121911," [(['White alone'], ['2,019']), (['Black alone'], ['59']), (['Two or more races'], ['55']), (['Hispanic'], ['14']), (['Asian alone'], ['6']), (['American Indian alone'], ['1']), (['Other race alone'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
398,St. Vincent College,1357,19.8,56722,58.5,41.5,30677,149700," [(['White alone'], ['1,210']), (['Black alone'], ['69']), (['Hispanic'], ['41']), (['Two or more races'], ['24']), (['Asian alone'], ['12']), (['Other race alone'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
399,West Leechburg,1273,48.5,51540,50.6,49.4,29884,124040," [(['White alone'], ['1,264']), (['Hispanic'], ['13']), (['Black alone'], ['11']), (['Two or more races'], ['4']), (['Asian alone'], ['1']), (['Other race alone'], ['1'])] ",Westmoreland-County,37.561537,55.462249,6.976214,15062,40.15,-79.88
400,Ashley,2741,43.0,41108,51.2,48.8,24135,74540," [(['White alone'], ['2,620']), (['Hispanic'], ['67']), (['Black alone'], ['59']), (['Two or more races'], ['33']), (['Asian alone'], ['8']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
401,Avoca,2652,43.8,50971,48.5,51.5,25308,107113," [(['White alone'], ['2,579']), (['Hispanic'], ['47']), (['Black alone'], ['14']), (['Two or more races'], ['11']), (['Asian alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
402,Back Mountain,26134,40.1,67996,51.7,48.3,34088,175420," [(['White alone'], ['25,012']), (['Black alone'], ['1,133']), (['Hispanic'], ['281']), (['Asian alone'], ['136']), (['Two or more races'], ['89']), (['American Indian alone'], ['24']), (['Other race alone'], ['11']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['4'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
403,Bear Creek Village,256,43.2,123341,51.6,48.4,58977,345220," [(['White alone'], ['253']), (['American Indian alone'], ['2']), (['Asian alone'], ['1']), (['Two or more races'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
404,Beech Mountain Lakes,2022,51.0,46580,49.1,50.9,26893,123400," [(['White alone'], ['1,865']), (['Hispanic'], ['71']), (['Black alone'], ['37']), (['Two or more races'], ['24']), (['Asian alone'], ['19']), (['Other race alone'], ['4']), (['American Indian alone'], ['2'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
405,Browntown,1418,45.4,46580,46.3,53.7,26893,123400," [(['White alone'], ['1,386']), (['Hispanic'], ['21']), (['Black alone'], ['5']), (['Two or more races'], ['5']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
406,Chase,978,47.8,46580,50.5,49.5,26893,123400," [(['White alone'], ['947']), (['Hispanic'], ['11']), (['Asian alone'], ['9']), (['Two or more races'], ['8']), (['Black alone'], ['3'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
407,Courtdale,731,48.9,50685,47.1,52.9,26116,114607," [(['White alone'], ['716']), (['Hispanic'], ['9']), (['Two or more races'], ['5']), (['Black alone'], ['2'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
408,Dupont,2704,43.1,49186,47.4,52.6,29783,111909," [(['White alone'], ['2,629']), (['Hispanic'], ['31']), (['Two or more races'], ['20']), (['Asian alone'], ['16']), (['Black alone'], ['13']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
409,East Berwick,2007,55.2,48063,44.0,56.0,30927,142485," [(['White alone'], ['1,894']), (['Hispanic'], ['68']), (['Two or more races'], ['27']), (['Asian alone'], ['13']), (['Black alone'], ['4']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
410,Edwardsville,4750,39.7,35670,44.0,56.0,20919,77737," [(['White alone'], ['4,172']), (['Hispanic'], ['262']), (['Black alone'], ['238']), (['Two or more races'], ['90']), (['Asian alone'], ['39']), (['American Indian alone'], ['12']), (['Other race alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
411,Exeter,5604,46.5,39116,44.6,55.4,28653,123300," [(['White alone'], ['5,464']), (['Black alone'], ['66']), (['Hispanic'], ['61']), (['Asian alone'], ['26']), (['Two or more races'], ['25']), (['American Indian alone'], ['5']), (['Other race alone'], ['5'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
412,Forty Fort,4144,43.6,56410,47.9,52.1,33235,134791," [(['White alone'], ['4,051']), (['Hispanic'], ['57']), (['Black alone'], ['41']), (['Asian alone'], ['32']), (['Two or more races'], ['30']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
413,Hickory Hills,562,39.8,46580,46.4,53.6,26893,123400," [(['White alone'], ['518']), (['Hispanic'], ['26']), (['Black alone'], ['8']), (['Two or more races'], ['7']), (['American Indian alone'], ['2']), (['Asian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
414,Hilldale,1246,53.2,46580,59.9,40.1,26893,123400," [(['White alone'], ['1,216']), (['Hispanic'], ['18']), (['Asian alone'], ['6']), (['Other race alone'], ['4']), (['Two or more races'], ['2'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
415,Hudson,1443,50.3,46580,49.3,50.7,26893,123400," [(['White alone'], ['1,406']), (['Black alone'], ['12']), (['Hispanic'], ['10']), (['Two or more races'], ['9']), (['Asian alone'], ['5']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
416,Hughestown,1391,45.4,56790,49.1,50.9,27971,118104," [(['White alone'], ['1,355']), (['Hispanic'], ['25']), (['Two or more races'], ['4']), (['Other race alone'], ['3']), (['Black alone'], ['2']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
417,Inkerman,1819,58.1,46580,35.7,64.3,26893,123400," [(['White alone'], ['1,763']), (['Hispanic'], ['21']), (['Black alone'], ['14']), (['Two or more races'], ['12']), (['Asian alone'], ['9'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
418,Laflin,1472,45.9,81949,47.0,53.0,43874,202736," [(['White alone'], ['1,402']), (['Asian alone'], ['74']), (['Hispanic'], ['8']), (['Two or more races'], ['3'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
419,Larksville,4430,48.7,47235,47.5,52.5,25961,117505," [(['White alone'], ['4,301']), (['Hispanic'], ['76']), (['Black alone'], ['35']), (['Two or more races'], ['31']), (['Asian alone'], ['28']), (['American Indian alone'], ['5']), (['Other race alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
420,Lattimer,554,36.0,46580,50.0,50.0,26893,123400," [(['White alone'], ['531']), (['Hispanic'], ['9']), (['Two or more races'], ['7']), (['Black alone'], ['6']), (['Asian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
421,Laurel Run,508,51.8,45003,53.8,46.2,28762,83432," [(['White alone'], ['491']), (['Hispanic'], ['4']), (['Asian alone'], ['2']), (['Two or more races'], ['2']), (['Black alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
422,Mocanaqua,646,45.8,46580,45.4,54.6,26893,123400," [(['White alone'], ['602']), (['Two or more races'], ['16']), (['Hispanic'], ['13']), (['Asian alone'], ['6']), (['Black alone'], ['5']), (['American Indian alone'], ['4'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
423,New Columbus,226,39.1,32877,49.5,50.5,24350,133991," [(['White alone'], ['225']), (['Hispanic'], ['2'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
424,Nuangola,669,49.6,66504,49.4,50.6,32254,161769," [(['White alone'], ['671']), (['Asian alone'], ['6']), (['American Indian alone'], ['1']), (['Hispanic'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
425,Pardeesville,572,54.1,46580,48.2,51.8,26893,123400," [(['White alone'], ['555']), (['Two or more races'], ['7']), (['Asian alone'], ['6']), (['Hispanic'], ['4'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
426,Penn Lake Park,308,51.6,69647,46.1,53.9,36775,182252," [(['White alone'], ['302']), (['Black alone'], ['3']), (['Two or more races'], ['2']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
427,Pikes Creek,269,40.3,46580,47.0,53.0,26893,123400," [(['White alone'], ['263']), (['Hispanic'], ['5']), (['Asian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
428,Plains,4335,51.7,46580,49.7,50.3,26893,123400," [(['White alone'], ['4,113']), (['Hispanic'], ['83']), (['Black alone'], ['48']), (['Two or more races'], ['45']), (['Asian alone'], ['40']), (['American Indian alone'], ['4']), (['Other race alone'], ['2'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
429,Pringle,966,44.9,37859,46.7,53.3,22807,96822," [(['White alone'], ['952']), (['Hispanic'], ['18']), (['Black alone'], ['3']), (['Two or more races'], ['3']), (['Asian alone'], ['2']), (['Other race alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
430,Sheatown,671,46.9,46580,35.1,64.9,26893,123400," [(['White alone'], ['650']), (['Black alone'], ['9']), (['Hispanic'], ['9']), (['Asian alone'], ['2']), (['Two or more races'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
431,Silkworth,820,39.3,46580,45.9,54.1,26893,123400," [(['White alone'], ['798']), (['Two or more races'], ['8']), (['Hispanic'], ['8']), (['Black alone'], ['4']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
432,Sugar Notch,976,46.1,43336,50.9,49.1,24205,80435," [(['White alone'], ['960']), (['Hispanic'], ['21']), (['Two or more races'], ['4']), (['Black alone'], ['3']), (['Asian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
433,Swoyersville,5000,49.3,56071,47.3,52.7,27374,119203," [(['White alone'], ['4,943']), (['Hispanic'], ['51']), (['Black alone'], ['25']), (['Two or more races'], ['25']), (['Asian alone'], ['13']), (['American Indian alone'], ['3']), (['Other race alone'], ['2'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
434,Trucksville,2152,41.0,46580,45.4,54.6,26893,123400," [(['White alone'], ['2,088']), (['Two or more races'], ['22']), (['Black alone'], ['15']), (['Hispanic'], ['14']), (['Asian alone'], ['10']), (['Other race alone'], ['2']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
435,Upper Exeter,707,40.9,46580,49.6,50.4,26893,123400," [(['White alone'], ['697']), (['Hispanic'], ['7']), (['Black alone'], ['2']), (['Two or more races'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
436,Wanamie,612,44.1,46580,46.5,53.5,26893,123400," [(['White alone'], ['589']), (['Hispanic'], ['10']), (['Two or more races'], ['6']), (['Black alone'], ['4']), (['Asian alone'], ['3'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
437,Warrior Run,584,38.7,43475,49.5,50.5,25199,84332," [(['White alone'], ['560']), (['Two or more races'], ['14']), (['Hispanic'], ['9']), (['Asian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
438,West Hazleton,4523,31.1,38020,46.6,53.4,19258,82133," [(['White alone'], ['2,834']), (['Hispanic'], ['1,624']), (['Black alone'], ['62']), (['Two or more races'], ['38']), (['Asian alone'], ['15']), (['American Indian alone'], ['9']), (['Other race alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['4'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
439,West Nanticoke,749,51.3,46580,54.7,45.3,26893,123400," [(['White alone'], ['728']), (['Hispanic'], ['14']), (['Two or more races'], ['4']), (['Black alone'], ['2']), (['American Indian alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
440,West Pittston,4793,43.0,46503,50.8,49.2,31881,138887," [(['White alone'], ['4,689']), (['Hispanic'], ['74']), (['Two or more races'], ['45']), (['Black alone'], ['30']), (['Asian alone'], ['20']), (['Other race alone'], ['6']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['2'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
441,West Wyoming,2692,47.7,56451,46.4,53.6,28907,128296," [(['White alone'], ['2,682']), (['Hispanic'], ['15']), (['Two or more races'], ['10']), (['Black alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['5']), (['Asian alone'], ['4']), (['Other race alone'], ['1'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
442,Wilkes-Barre Township,3167,41.6,42210,48.0,52.0,29588,100493," [(['White alone'], ['2,987']), (['Asian alone'], ['117']), (['Black alone'], ['75']), (['Hispanic'], ['25']), (['Two or more races'], ['24']), (['American Indian alone'], ['7'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
443,Wilkes-Barre,40814,33.9,31250,48.9,51.1,18069,76638," [(['White alone'], ['26,457']), (['Hispanic'], ['7,365']), (['Black alone'], ['5,642']), (['Two or more races'], ['1,338']), (['Asian alone'], ['760']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['65']), (['American Indian alone'], ['12'])]",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
444,Yatesville,607,50.5,44522,47.5,52.5,29553,147181," [(['White alone'], ['589']), (['Asian alone'], ['6']), (['Black alone'], ['5']), (['Two or more races'], ['3']), (['Hispanic'], ['3']), (['Other race alone'], ['1'])] ",Luzerne-County,31.579365000000006,57.514959,10.905676,18201,40.95,-75.97
445,Beaverdale-Lloydell,1171,36.9,37080,46.6,53.4,20593,55523," [(['White alone'], ['1,221']), (['Two or more races'], ['5']), (['Black alone'], ['2']), (['American Indian alone'], ['1']), (['Hispanic'], ['1'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
446,Belmont,2784,56.7,40105,41.9,58.1,27674,121356," [(['White alone'], ['2,672']), (['Black alone'], ['30']), (['Asian alone'], ['31']), (['Two or more races'], ['27']), (['Hispanic'], ['23']), (['Other race alone'], ['1'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
447,Dale,1187,40.0,30981,46.1,53.9,18599,39817," [(['White alone'], ['1,077']), (['Black alone'], ['73']), (['Two or more races'], ['44']), (['Hispanic'], ['32']), (['American Indian alone'], ['2']), (['Asian alone'], ['2']), (['Other race alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
448,East Conemaugh,1172,39.2,33580,46.9,53.1,21733,47124," [(['White alone'], ['1,131']), (['Black alone'], ['52']), (['Hispanic'], ['22']), (['Two or more races'], ['10']), (['American Indian alone'], ['3']), (['Other race alone'], ['2'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
449,Ehrenfeld,222,44.6,35047,46.0,54.0,17983,66502," [(['White alone'], ['224']), (['Hispanic'], ['4'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
450,Elim,3727,47.9,58714,47.7,52.3,29647,99648," [(['White alone'], ['3,549']), (['Asian alone'], ['57']), (['Black alone'], ['44']), (['Two or more races'], ['39']), (['Hispanic'], ['29']), (['American Indian alone'], ['4']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['5'])]",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
451,Geistown,2390,48.3,61976,48.8,51.2,33704,115426," [(['White alone'], ['2,390']), (['Asian alone'], ['36']), (['Hispanic'], ['17']), (['Black alone'], ['12']), (['Two or more races'], ['12'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
452,Lorain,731,45.3,35323,49.9,50.1,20970,50618," [(['White alone'], ['716']), (['Black alone'], ['18']), (['Two or more races'], ['16']), (['Hispanic'], ['4']), (['American Indian alone'], ['3']), (['Asian alone'], ['2'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
453,Mundys Corner,1651,40.9,44100,53.0,47.0,24592,93400," [(['White alone'], ['1,644']), (['Two or more races'], ['6']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
454,Nanty-Glo,2629,44.6,40088,46.1,53.9,20278,65444," [(['White alone'], ['2,665']), (['Two or more races'], ['32']), (['Hispanic'], ['25']), (['Black alone'], ['10']), (['Asian alone'], ['2'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
455,Salix-Beauty Line Park,1199,36.3,64575,48.1,51.9,28614,133863," [(['White alone'], ['1,230']), (['Hispanic'], ['15']), (['American Indian alone'], ['6']), (['Two or more races'], ['5']), (['Asian alone'], ['3'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
456,Sankertown,653,43.4,43814,47.9,52.1,24259,98801," [(['White alone'], ['670']), (['Black alone'], ['1']), (['American Indian alone'], ['1']), (['Asian alone'], ['1']), (['Two or more races'], ['1']), (['Hispanic'], ['1'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
457,Scalp Level,749,46.6,34388,45.5,54.5,23365,52948," [(['White alone'], ['756']), (['Asian alone'], ['8']), (['Black alone'], ['7']), (['Two or more races'], ['5']), (['Hispanic'], ['2'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
458,Southmont,2198,43.3,65920,49.1,50.9,36829,115638," [(['White alone'], ['2,166']), (['Hispanic'], ['51']), (['Asian alone'], ['26']), (['Two or more races'], ['25']), (['Black alone'], ['16'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
459,Spring Hill,839,44.6,53947,52.9,47.1,21281,87682," [(['White alone'], ['827']), (['Two or more races'], ['7']), (['Hispanic'], ['4']), (['American Indian alone'], ['1'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
460,St. Michael-Sidman,927,41.5,44822,46.8,53.2,21309,78493," [(['White alone'], ['957']), (['Two or more races'], ['7']), (['Hispanic'], ['6']), (['Black alone'], ['2']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
461,St. Michael,408,70.2,44100,39.2,60.8,24592,93400," [(['White alone'], ['403']), (['Hispanic'], ['3']), (['Two or more races'], ['2'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
462,Tunnelhill,356,44.9,48993,55.9,44.1,23923,98483," [(['White alone'], ['359']), (['Asian alone'], ['4'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
463,University of Pittsburgh Johnstown,1572,20.1,44100,39.6,60.4,24592,93400," [(['White alone'], ['1,352']), (['Hispanic'], ['64']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['45']), (['Two or more races'], ['27']), (['Black alone'], ['23']), (['Asian alone'], ['22']), (['Other race alone'], ['19']), (['American Indian alone'], ['1'])]",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
464,Vinco,1305,56.7,63383,50.4,49.6,31227,132370," [(['White alone'], ['1,283']), (['Two or more races'], ['9']), (['Black alone'], ['5']), (['Hispanic'], ['4']), (['Asian alone'], ['2']), (['American Indian alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
